Shimaore / Maore,Français
Kweli amba imbada iyo na faida bole ha uwo atoshehao na izo aliona.,"La piété est une grande richesse, quand on se contente de ce que l'on a."
Mana karavhinga itsokao yotsi uja yatru ulemenguni wala karishindri uvhinga itsokao yotsi ulawa yatru.,"En effet, nous n'avons rien apporté dans le monde, et il est évident que nous n'en pouvons rien emporter."
Basi neka rina shahula na nguo izo zitsoritosha.,"Si donc nous avons de la nourriture et des vêtements, nous nous en contenterons."
Badi wao watsahao watadjirihe upuliha hari mwa madjerebio wao usikwa hari mwa utra na hari mwa ngushauku ndzijinga zendza hatwari ha uwengi tsena uvhinga uangamifu na hasara.,"Quant à  ceux qui veulent s'enrichir, ils tombent dans la tentation, dans un piège et dans une foule de désirs stupides et nuisibles qui plongent les hommes dans la ruine et la perdition."
Mana uvhendza marike de umuzi wa piya zimbovu. Vhwa bandhwi walio amba ha ushauku na wizo wadzibausa na uaminifu tsena wadzivha ngutungu ha uwengi.,"En effet, l'amour de l'argent est une racine de tous les maux. En s'y livrant, certains se sont égarés loin de la foi et se sont infligé eux-mêmes bien des tourments."
Badi wawe mutru wa Mungu trala trongo zizo ne udunge uhaki imbada uaminifu uvhendza ustahamilifu na uwekevu.,"Quant à  toi, homme de Dieu, fuis ces choses et recherche la justice, la piété, la foi, l'amour, la patience et la douceur."
Wanilia ikondro ndjema ya uaminifu usike uhayati wa daima,"Combats le bon combat de la foi, saisis la vie éternelle."
Saribia walio tadjiri wakati wa leo wasudzione wala wasutriye itama yawo hari mwa ngutadjirifu zilio amba kaziaminishiha badi de ha Mungu arivhao piya ha uwengi ile rifurahishihe.,"Quant aux riches de ce monde, ordonne-leur de ne pas être orgueilleux et de ne pas mettre leur espérance dans des richesses incertaines, mais dans le Dieu vivant, qui nous donne tout en abondance pour que nous en jouissions."
Waambie warendre ndjema wake tadjiri ha zitrendro ndjema wake wangu wa uvha tsena wakane maendreleo ya ushirika.,"Dis-leur de faire le bien, d'être riches en belles oeuvres, d'être généreux et prêts à  partager."
Ha izo watsodzihetsia dafine ndjema tsena hodari ya wakati ujao ile wapare uhayati ulio amba wa kweli.,Ils s'assureront ainsi pour l'avenir un beau trésor afin d'obtenir la vraie vie.
Sika trongo wadhwaminishiwayo.dzibause na malaguzi kayana mana yashirikisao na mashindrano yajao ha ujuzi wa trambo.,"Garde le dépôt qui t'a été confié, en évitant les bavardages profanes et les objections d'une pseudo-connaissance."
Vhwa baandhwi ha ufanya amba wana inlimu iyo wabauha uaminifu.,Certains en ont fait profession et se sont ainsi détournés de la foi.
Nisumuhimidia Mungu nimurumishiao ha roho ndziraharifu bila tuhuma mauri de wadzade wangu namohunahana hari mwa mamilio yangu kula sa uku na mutsana,"Je remercie Dieu, que je sers avec une conscience pure, comme mes ancêtres, lorsque sans cesse, nuit et jour, je pense à  toi dans mes prières."
Nisunahana matsozi yaho tsena tsina ushauku ya uja nihuone ile pare nijaye furaha.,Je me rappelle tes larmes et je désire te revoir afin d'être rempli de joie.
Nisunahana wajau uaminifu wa kweli ulionawo,Je garde le souvenir de la foi sincère qui est en toi.
Badi yendza ushindzi uvhendza na udzizia.,"Mais un esprit de force, d'amour et de sagesse."
Arihuyi tsena arihiri rike watwaharifu tsi ha ulawana na zitrendro zatru badi ha sibabu ya inia yahe monyewe na irehema aridjaanliayo,"Il nous a sauvés et nous a adressé un saint appel. Cela ne dépend pas de nos oeuvres, mais de son propre projet et de sa grâce."
Na iyo de imana ata niparwao na maondo yanu,Voilà  pourquoi je souffre ces maux
Dunga umufano wa marongozi mema wayakia na wami ha uaminifu na uvhendza,"Prends pour modèle les saines paroles que tu as entendues de moi, dans la foi et l'amour."
Sika ha iRoho Ndzitwaharifu i akiba ndjema wadhwaminishiwayo.,Garde le beau dépôt qui t'a été confié
Usujua amba piya walio Aziya wanibauha,Tu sais que tous ceux qui sont en Asie m'ont abandonné.
Anitria bari mara nyengi wala kaona haya na silisili zangu.,Il m'a souvent encouragé et n'a pas eu honte de mes chaînes.
Badi ha kinyume uja yahe Romu anizunguha ha djitihadi ata anipara.,"Au contraire, lorsqu'il est venu à  Rome, il m'a cherché avec beaucoup de zèle et m'a trouvé."
Wawe-wawe usujua ha uzuri kiasi anirumishia .,Tu sais mieux que personne combien de services il m'a rendus .
Na izo wazikia na wami mbeli za wengi wa mazahidi zidhwaminishe ha watru waaminifu watsoshindrao wazisomedze wajau wangina.,"Ce que tu as entendu de moi en présence de nombreux témoins, confie-le à  des hommes fidèles qui soient capables de l'enseigner aussi à  d'autres."
Subiri ulawa na maondo yatso uparao mauri muwanizi mwema .,"Supporte ta part de souffrance, comme un bon soldat ."
Kavhusi ata muwanizi hari mwa djeshi ashahilihao na maesha ya kula suku amotsaha ajivhidze uwo amurenga.,"Il n'est pas de soldat en service qui s'embarrasse des affaires de la vie civile, s'il veut plaire à  celui qui l'a enrôlé."
Na mushindranizi kahishimiwa neka kashindrana ha udunga zi sharia.,"De même, l'athlète n'est pas couronné s'il n'a pas lutté conformément aux règles."
6 Mulimizi adzirumao alazimu ake É—e wa handra aparao lifungu lahe hari mwa yamavuna.,Il faut que le cultivateur travaille dur pour récolter en premier les fruits.
Helewa izo nirongoao na Rabi atsohuvha uelewe piya.,"Comprends ce que je dis, car le Seigneur te donnera de l'intelligence en toutes choses."
Iyo de imana ata nistahamilio piya zitrongo ha faida ya wao watsahulwa ile wao wajau wapare uhuyifu .,"C'est pourquoi je supporte tout à cause de ceux qui ont été choisis, afin qu'eux aussi obtiennent le salut ."
Nahanidza wanyaho trongo zizo na osia mbeli za Mungu watrale mashindrano ya makalima trongo kaina faida itsokao yotsi neka tsi uangamidza wao wayavulishiao.,"Rappelle ces choses et conjure-les devant Dieu de ne pas se livrer à  des débats de mots: cela ne sert à  rien, sinon à  la ruine de ceux qui écoutent."
Fanya djitihadi udzitekeleze mbeli za Mungu amba mutru akubalishiha murumishi kasuonea haya asomedzao ha uondzofu urongozi wa ikweli.,"Efforce-toi de te présenter devant Dieu comme un homme éprouvé, un ouvrier qui n'a pas à  rougir, qui expose avec droiture la parole de la vérité."
Bauha mahadisi kayana mana yashirikisao,Évite les bavardages profanes.
Walio amba wadzibausa na ukweli ha urongoa amba umuregeo hayi madza uhidjiri. Na vhavho wasupoteza uaminifu wa bandhwi ya watru.,"Qui se sont détournés de la vérité en affirmant que la résurrection est déjà  arrivée, et ils renversent la foi de quelques-uns."
Moni na nyumba bole kavhuka ziya za dhahabu na fedha tu basi badi uka wajau za muri na za dongo. Vhwa amba za urumishi wa sheo na zasalia urumishi muvhungufu.,"Dans une grande maison, il n'y a pas seulement des ustensiles d'or et d'argent, mais il y en a aussi en bois et en terre"
Trala zingushauku za shiunahirimu utsahe uhaki uaminifu uvhendza amani vhumoja na wao wamukubalio Mola ha hadhwiri ha umo muraharifu.,"Fuis les passions de la jeunesse et recherche la justice, la foi, l'amour, la paix, avec ceux qui font appel au Seigneur d'un coeur pur."
Bauha malaguzi ya shiujinga kayana mana ha ujua amba yao uvhinga umani.,"Évite les folles et inutiles discussions, car tu sais qu'elles provoquent des querelles."
Ne de kayalazimu amba murumishi wa Rabi akana umani badi alazimu ake mwema mbeli za piya ashindre asomedze amwesa ake mustahamilifu.,"Or, il ne faut pas qu'un serviteur du Seigneur ait des querelles. Il doit au contraire être aimable envers tous, capable d'enseigner, patient."
Narudiye ha utrulivu wao wamukanyushao ukiri uka amba Mungu atsowagaudza wandre toba pare wajuwe ikweli.,"Il doit instruire avec douceur les adversaires, dans l'espoir que Dieu leur donnera de changer d'attitude pour arriver à la connaissance de la vérité."
Vhavho watsorudi warengeleye fikira watraliye marambwi ya Ibilisa,"Ainsi, ils se dégageront des pièges du diable."
Jua amba hari mwa zisuku za mwiso vhutsoja nguwakati ndziro.,"Sache que, dans les derniers jours, il y aura des temps difficiles."
Watru watsovhendza de zinafusi zawo watso vendza marike na udzirendra watsodziona watsoka makufurina kawatsotuin wadzade wawo kawatsojua zema kawatsostehi zilio ndzitwaharifu,"Les hommes seront égoïstes, amis de l'argent, vantards, orgueilleux, blasphémateurs, désobéissants à  leurs parents, ingrats, irréligieux,"
3Kawatsovhendza wanyawo kawatsoswamihi watsonazi kawatsodzizia watsoka wahali maanduwi ya zindjema,"Sans affection naturelle, implacables, calomniateurs, incontrôlables, cruels, ennemis des gens de bien,"
Wahaini wakaidi watsodziona watsovhendza masterehi rahana Mungu.,"Traîtres, téméraires, gonflés d'orgueil, amis des plaisirs plus que de Dieu,"
Watsodzifanisa na watru wadungao trongo za shiungu ne kawatsokubali uushindzi wazo. DziÉ“ause na watru wao.,Ayant l'apparence de la piété mais reniant ce qui en fait la force. éloigne-toi de ces gens-là .
Hari mwawo vhwa bandhwi wadziseledzao moni na malago ya watru na urenga matreka watruwashe wendza zitswa ndzangu,"Il en est en effet parmi eux qui s'introduisent dans les maisons et prennent dans leurs pièges des femmes faibles,"
watruwashe wadzitrihisao udziro wa madhambi na uvhingwa ha ngushauku za namuna na namuna.,Chargées de péchés et entraînées par toutes sortes de désirs.
Ha daima watruwashe wao uka ju la usoma,Elles sont toujours en train d'apprendre mais ne parviennent jamais à  la pleine connaissance de la vérité.
Badi kawashindri uendra mbali mana ujinga wawo uvehnuha ha watru piya,"Mais ils n'iront pas plus loin, car leur folie sera évidente pour tous."
Badi wawe udungu ha uzuri hari mwa musomo maendreleomipango uaminifu subira uvhendza ustahamilifu wangu,"Quant à  toi, tu as suivi de près mon enseignement, ma conduite, mes projets, ma foi, ma patience, mon amour, ma persévérance,"
Matreso na maondo yalio amba tsiyapara,Ainsi que les persécutions et les souffrances que j'ai connues.
Kweli amba piya watsahao waeshi shiimbada  watsotreswa.,"Du reste, tous ceux qui veulent vivre avec piété  seront persécutés."
Badi waovu na wanafiki watsendra ha uzidishiha na uovu,"Quant aux hommes mauvais et imposteurs, ils progresseront toujours plus dans le mal, égarant les autres et s'égarant eux-mêmes."
Judza urongozi parilia kula wakati neka mwema au tsi mwema. Fundra na urudi watru tria bari na usomedza vhumoja na subira ndzikamilifu.,"Pêche la parole, insiste en toute occasion, favorable ou non, reprends, encourage, exhorte, avec une patience et une instruction parfaites."
Mana vhutsoja wakati amba watru kawatsostahamili uvulishia musomo mwema.,"En effet, un temps viendra où les hommes ne supporteront plus la saine doctrine"
Watsobuzudza makio yawo yasukiye ikweli wadzizingise hari mwa mahadisi maruvhu.,Ils fermeront leur oreille à la vérité et se tourneront vers les fables.
Badi wawe kana fahamu laho hari mwa piya zitrongo stahamili yamaondo,"Mais toi, sois sobre en tout, supporte la souffrance."
Tsiwana ikondro ndjema tsimalidza umwendro tsisiki uaminifu.,"J'ai combattu le bon combat, j'ai fini la course, j'ai gardé la foi."
Fanya haraka unijiliye.,Efforce-toi de me rejoindre au plus vite.
Wamoja vhinga inguo ya baridi  na zizio hususwani zile zilio ha ngwezi.,"Quand tu viendras, apporte le manteau que j'ai laissé , ainsi que les livres, surtout les parchemins."
Dzifahamishe na waye wawe wajau mana ahimi kinyume ha kusudi na marongozi yatru.,"Méfie-toi aussi de lui, car il s'est fortement opposé à  nos paroles."
Udziwanilia yangu mara ya handra kavhu ata mutru aka bavu moja na wami; piya wanipuka. Mungu asuwahasibiye kosa lilo.,"Lors de ma première défense, personne ne m'a soutenu, tous m'ont abandonné. Que cela ne leur soit pas compté!"
Basi tsikombolwa na ihanyo ya simba.,Et j'ai été dlivré de la gueule du lion.
I mana ata nahulisha de amba utriye ndziani izo zaka zabaki za urengeledza tsena uhetsi wabole hari mwa iDjama Ndziwaminifu ya kula dago ha udunga zitaratibu nahuvha.,"Je t'ai laissé afin que tu puisses mettre de l'ordre dans ce qui est resté à  faire et que tu établisses des anciens dans chaque ville, conformément à  mes instructions."
Mubole wa Djama Ndziwaminifu alazimu ake bila tuhuma mume wa mutrumushe moja wana wahe wake waaminifu tsena wasurongolwe na tabia mbi wala yaka amba wa answivu.,"L'ancien doit être irréprochable, mari d'une seule femme, et avoir des enfants croyants qui ne soient pas accusés de débauche ni insoumis."
Kweli amba dhwamana wa Djama Ndziwaminifu rangu alio mushangirizi wa Mungu alazimu ake bila tuhuma.,"En effet, en tant qu'administrateur de Dieu, le surveillant doit être irréprochable."
Kalazimu aka mwendza hanyo mwendza hasera mulevi mumani wala adziparia ha namuna kayalazimu.,"Il ne doit être ni arrogant, ni colérique, ni buveur, ni violent, ni porté à  un gain honteux."
Badi nake mukaribisa muvhendza izo zilio ndjema muelevu mutru wa haki mutwaharifu mutru ashindrao adziziye,"Il doit au contraire être hospitalier, ami du bien, réfléchi, juste, saint, maître de lui."
Afungamanihe na inlimu ya kweli ha inamuna yasomedzewa pare ashindre atriye bari ha umusomo mwema na uharalia wao walio kinyume.,"Il doit être attaché à  la parole digne de confiance telle qu'elle a été enseignée, afin d'être capable à  la fois d'encourager par la saine doctrine et de convaincre les opposants."
Kweli amba vhwa wengi kawatuin itsokao yotsi wendza marongozi kayana faida na wadjandja,"Il y a en effet beaucoup d'insoumis, de discoureurs futiles et de trompeurs."
Walazimu wabalwe zihanyo. Wao uangamidza miraba mikamilifu ha usomedza trongo kazalazimu; na iyo ile wapare faida zendza anyibu.,"Il faut leur fermer la bouche, car ils bouleversent des familles entières en enseignant, par amour d'un gain honteux, ce qu'ils ne devraient pas."
Waregeze ha uziro ile pare wakane uaminifu muzuri,Reprends-les sévèrement afin qu'ils aient une foi saine
Wala wasushahilihe na mahadisi yatrungwa  na amuri za watru wapotezao ukweli.,Et qu'ils ne s'attachent pas à  des fables ni à  des commandements d'hommes qui se détournent de la vérité.
Wasurongoa amba wasumujua Mungu badi wasumuhara ha zitrendro zawo. Wafanyiha walaanifu kawatuin itsokao yotsi bila kawashindri ufanya ata shitrendro ndjema.,"Ils affirment connaître Dieu, mais ils le renient par leurs actes. Ils sont détestables, désobéissants et incapables de toute bonne oeuvre."
Badi wawe somedza izo zalingana na umusomo wa kweli,"Quant à  toi, dis ce qui est conforme à  la saine doctrine."
Saribia watrubaba wendza maha wake watru wakasidi wendza hishima waelevu wake wahodari hari mwa uaminifu uvhendza na subira.,"Dis que les hommes agés doivent être sobres, respectables, réfléchis, en bonne santé dans la foi, l'amour et la patience."
Watrumama wendza maha wajau wakane maendreleo yastahiki watwaharifu. Ike amba wao kawatefua wala wasuke walevi badi wasomedze zilio ndjema,"De même, les femmes âgées doivent avoir une attitude digne de la sainteté. Qu'elles ne soient ni médisantes, ni esclaves de la boisson. Qu'elles donnent de bons conseils,"
Ile wasomedze watruwashe wanahirimu wavhendze waume wawo na uwana,Afin d'apprendre aux jeunes femmes à  aimer leur mari et leurs enfants
Wake waelevu waraharifu washahilihe na lidago lawo wake wema wadzituinse waume wawo,"À être réfléchies, pures, occupées aux soins de la maison, bonnes, soumises à  leur mari."
Tria bari wajau wanahirimu watrubaba wake waelevu.,"De même, encourage les jeunes hommes à  faire preuve de réflexion en tout."
Hari mwa piya zitrongo dzihetsi uke mufano hari mwa zitrendro ndjema: musomo waho naurahare uke mutru wa kusudi,"Toi-même, montre-toi un modèle de bonnes oeuvres, en faisant preuve dans ton enseignement de pureté et de sérieux."
